135;062427024302;Stopalo gibljivo u gležnju ;Streifeneder ortho production Gmbh;Karl Dietz;Stopalo gibljivo u gležnju, Streifeneder Gmbh;Stopalo gibljivo u gležnju, 30A15, 32A4;1;2, 3;5;NE;kom;1;;2 g;2 g;1.045,00;I;S ;SPPD;Metal, drvo, guma, modul orginalni proizvod. ;
136;062427024401;Stopalo gibljivo u gležnju (za visoko aktivne) ;Otto Bock Health Care GmbH;Otto Bock Adria;Stopalo gibljivo u gležnju (za visoko aktivne), Otto Bock Health Care GmbH;Stopalo gibljivo u gležnju (za visoko aktivne), 1A30;1;2, 3;5;NE;kom;1;;2 g;2 g;2.840,50;I;S ;SPPD;Metal, drvo, guma, modul orginalni proizvod. ;
137;062427024402;Stopalo gibljivo u gležnju (za visoko aktivne) ;IB-ER;Otos;Stopalo gibljivo u gležnju (za visoko aktivne), IB-ER;Single Axis Foot;1;2, 3;5;NE;kom;1;;2 g;2 g;2.840,50;I;S ;SPPD;Metal, drvo, guma, modul orginalni proizvod. ;
138;062427024501;Stopalo od ugljiènih vlakana, za bataljak po Chopartu, Pirogoffu ili Symeu (za visoko aktivne) ;Otto Bock Health Care GmbH;Otto Bock Adria;Stopalo od ugljiènih vlakana, za bataljak po Chopartu, Pirogoffu ili Symeu (za visoko aktivne), Otto Bock Health Care GmbH;Stopalo od ugljiènih vlakana, za bataljak po Chopartu, Pirogoffu ili Symeu (za visoko aktivne), 1E81;1;2, 3;5;NE;kom;1;;2 g;3 g;8.455,00;I;S ;SPPD;Ugljièna vlakna, modul orginalni proizvod. ;
139;062427024502;Stopalo od ugljiènih vlakana, za bataljak po Chopartu, Pirogoffu ili Symeu (za visoko aktivne) ;Freedom Innovations;Otos;Stopalo od ugljiènih vlakana, za bataljak po Chopartu, Pirogoffu ili Symeu (za visoko aktivne), Freedom Innovations;LP Symes LP2000;1;2, 3;5;NE;kom;1;;2 g;3 g;8.455,00;I;S ;SPPD;Ugljièna vlakna, modul orginalni proizvod. ;
140;062427024601;Stopalo od ugljiènih vlakana (za visoko aktivne) ;Otto Bock Health Care GmbH;Otto Bock Adria;Stopalo od ugljiènih vlakana (za visoko aktivne), Otto Bock Health Care GmbH;Stopalo od ugljiènih vlakana (za visoko aktivne), 1C20;1;2, 3;5;NE;kom;1;;2 g;3 g;12.340,50;I;S ;SPPD;Ugljièna vlakna, stopalo s visokim povratom energije, modul orginalni proizvod. ;
141;062427024602;Stopalo od ugljiènih vlakana (za visoko aktivne) ;Freedom Innovations;Otos;Stopalo od ugljiènih vlakana (za visoko aktivne), Freedom Innovations;Sierra FS1000; Highlander FS3000; Pacifica LP FS4000; Defender Pediatric FS3000;1;2, 3;5;NE;kom;1;;2 g;3 g;12.340,50;I;S ;SPPD;Ugljièna vlakna, stopalo s visokim povratom energije, modul orginalni proizvod. ;
142;062427024701;Stopalo za djecu ;Otto Bock Health Care GmbH;Otto Bock Adria;Stopalo za djecu, Otto Bock Health Care GmbH;Stopalo za djecu, 1K10;1;2, 3;5;NE;kom;1;1 g;2 g;;475,00;I;S ;SPPD;Pjena, guma, drvo, modul originalni proizvod. ;
;;Zglobovi (koljeno i kuk);;;;;;;;;;;;;;;;;;;
;;Koljeno;;;;;;;;;;;;;;;;;;;
143;062433024800;Drveno koljeno ;;;;;1;2, 3;5;NE;kom;1;1,5 g;2 g;3 g;2.561,55;I;S;SPPD;Drvo, modul orginalni proizvod. ;
144;062433024901;Drveno koljeno s koènicom ;Otto Bock Health Care GmbH;Otto Bock Adria;Drveno koljeno s koènicom, Otto Bock Health Care GmbH;Drveno koljeno s koènicom, 3P4;1;2, 3;5;NE;kom;1;;2 g;3 g;3.395,29;I;S;SPPD;Drvo, modul orginalni proizvod. ;
145;062433025001;Jednoosovinsko koljeno, èelik ;Otto Bock Health Care GmbH;Otto Bock Adria;Jednoosovinsko koljeno, èelik, Otto Bock Health Care GmbH;Jednoosovinsko koljeno, èelik, 3R17;1;2, 3;5;NE;kom;1;;2 g;3 g;2.422,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
146;062433025002;Jednoosovinsko koljeno, èelik ;Streifeneder ortho production Gmbh;Karl Dietz;Jednoosovinsko koljeno, èelik, Streifeneder ortho production Gmbh;Jednoosovinsko koljeno, èelik, 3A22/S;1;2, 3;5;NE;kom;1;;2 g;3 g;2.422,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
147;062433025101;Jednoosovinsko koljeno, titan ;Streifeneder ortho production Gmbh;Karl Dietz;Jednoosovinsko koljeno, titan, Streifeneder ortho production Gmbh;Jednoosovinsko koljeno, titan, 3A34/T;1;2, 3;5;NE;kom;1;;3 g;3 g;4.683,19;I;S;SPPD;Metal, modul orginalni proizvod. ;
148;062433025201;Gerijatrijsko koljeno ;Otto Bock Health Care GmbH;Otto Bock Adria;Gerijatrijsko koljeno, Otto Bock Health Care GmbH; 3R40;1;2, 3;5;NE;kom;1;;;3 g;1.795,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
149;062433025202;Gerijatrijsko koljeno ;IB-ER;Otos;Gerijatrijsko koljeno, IB-ER;Single Axis Knee w/ Manual Lock E41;1;2, 3;5;NE;kom;1;;;3 g;1.795,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
150;062433025203;Gerijatrijsko koljeno ;Streifeneder ortho production Gmbh;Karl Dietz;Gerijatrijsko koljeno, Streifeneder ortho production Gmbh;Gerijatrijsko koljeno, 3A40/A;1;2, 3;5;NE;kom;1;;;3 g;1.795,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
151;062433025301;Jednoosovinsko koljeno, s koènicom, èelik ;Otto Bock Health Care GmbH;Otto Bock Adria;Jednoosovinsko koljeno, s koènicom, èelik, Otto Bock Health Care GmbH;Jednoosovinsko koljeno, s koènicom, èelik, 3R17;1;2, 3;5;NE;kom;1;;3 g;3 g;1.890,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
152;062433025302;Jednoosovinsko koljeno, s koènicom, èelik ;Streifeneder ortho production Gmbh;Karl Dietz;Jednoosovinsko koljeno, s koènicom, èelik, Streifeneder ortho production Gmbh;Jednoosovinsko koljeno, s koènicom, èelik, 3A17/S;1;2, 3;5;NE;kom;1;;3 g;3 g;1.890,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
153;062433025401;Jednoosovinsko koljeno, s koènicom, titan ;Streifeneder ortho production Gmbh;Karl Dietz;Jednoosovinsko koljeno, s koènicom, titan, Streifeneder ortho production Gmbh;Jednoosovinsko koljeno, s koènicom, titan, 3A33/T;1;2, 3;5;NE;kom;1;;3 g;3 g;3.315,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
154;062433025501;Jednoosovinsko koljeno, samokoèeæe, èelik ;Otto Bock Health Care GmbH;Otto Bock Adria;Jednoosovinsko koljeno, samokoèeæe, èelik, Otto Bock Health Care GmbH;Jednoosovinkso koljeno, samokoèeæe, èelik, 3R15;1;2, 3;5;NE;kom;1;;3 g;3 g;2.080,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
155;062433025502;Jednoosovinsko koljeno, samokoèeæe, èelik ;IB-ER;Otos;Jednoosovinsko koljeno, samokoèeæe, èelik, IB-ER;Single Axis Friction Knee, steel;1;2, 3;5;NE;kom;1;;3 g;3 g;2.080,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
156;062433025503;Jednoosovinsko koljeno, samokoèeæe, èelik ;Streifeneder ortho production Gmbh;Karl Dietz;Jednoosovinsko koljeno, samokoèeæe, èelik, Streifeneder ortho production Gmbh;Jednoosovinsko koljeno, smokoèeæe, èelik3A15/S;1;2, 3;5;NE;kom;1;;3 g;3 g;2.080,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
157;062433025601;Jednoosovinsko koljeno, samokoèeæe, titan ;Otto Bock Health Care GmbH;Otto Bock Adria;Jednoosovinsko koljeno, samokoèeæe, titan, Otto Bock Health Care GmbH;Jednoosovinsko koljeno, samokoèeæe, titan, 3R49;1;2, 3;5;NE;kom;1;;3 g;3 g;4.455,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
158;062433025602;Jednoosovinsko koljeno, samokoèeæe, titan ;IB-ER;Otos;Jednoosovinsko koljeno, samokoèeæe, titan, IB-ER;Single Axis Friction Knee, titanium;1;2, 3;5;NE;kom;1;;3 g;3 g;4.455,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
159;062433025603;Jednoosovinsko koljeno, samokoèeæe, titan ;Streifeneder ortho production Gmbh;Karl Dietz;Jednoosovinsko koljeno, samokoèeæe, titan, Streifeneder ortho production Gmbh;Jednoosovinsko koljeno, samokoèeæe, titan3A49/T;1;2, 3;5;NE;kom;1;;3 g;3 g;4.455,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
160;062433025701;Višeosovinsko koljeno, èelik ;Otto Bock Health Care GmbH;Otto Bock Adria;Višeosovinsko koljeno, èelik, Otto Bock Health Care GmbH;Višeosovinsko koljeno, èelik, 3R20;1;2, 3;5;NE;kom;1;;3 g;3 g;3.752,26;I;S;SPPD;Metal, modul orginalni proizvod. ;
161;062433025702;Višeosovinsko koljeno, èelik ;Streifeneder ortho production Gmbh;Karl Dietz;Višeosovinsko koljeno, èelik, Streifeneder ortho production Gmbh;Višeosovinsko koljeno, èelik, 3A20/S;1;2, 3;5;NE;kom;1;;3 g;3 g;3.752,26;I;S;SPPD;Metal, modul orginalni proizvod. ;
162;062433025801;Višeosovinsko koljeno, titan ;Otto Bock Health Care GmbH;Otto Bock Adria;Višeosovinsko koljeno, titan, Otto Bock Health Care GmbH;Višeosovinsko koljeno, titan, 3R36;1;2, 3;5;NE;kom;1;;3 g;3 g;7.315,00;I;S;SPPD;Metal, modul orginalni proizvod. ;
163;062433025802;Višeosovinsko koljeno, titan ;Streifeneder ortho production Gmbh;Karl Dietz;Višeosovinsko koljeno, titan, Streifeneder ortho production Gmbh;Višeosovinsko koljeno, titan, 3A36/T;1;2, 3;5;NE;kom;1;;3 g;3 g;7.315,00;I;S;SPPD;Metal, modul orginalni proizvod. ;
164;062433025901;Jednoosovinsko koljeno, hidraulièno ;Otto Bock Health Care GmbH;Otto Bock Adria;Jednoosovinsko koljeno, hidraulièno, Otto Bock Health Care GmbH;Jednoosovinsko koljeno, hidraulièno, 3R95;1;2, 3;5;NE;kom;1;;3 g;3 g;12.095,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
165;062433025902;Jednoosovinsko koljeno, hidraulièno ;Streifeneder ortho production Gmbh;Karl Dietz;Jednoosovinsko koljeno, hidraulièno, Streifeneder ortho production Gmbh;Jednoosovinsko koljeno, hidraulièno, 3A800;1;2, 3;5;NE;kom;1;;3 g;3 g;12.095,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
166;062433026001;Višeosovinsko koljeno, hidraulièno ;Otto Bock Health Care GmbH;Otto Bock Adria;Višeosovinsko koljeno, hidraulièno, Otto Bock Health Care GmbH;Višeosovinsko koljeno, hidraulièno, 3R55;1;2, 3;5;NE;kom;1;;3 g;3 g;13.041,60;I;S;SPPD;Metal, modul orginalni proizvod. ;
167;062433026002;Višeosovinsko koljeno, hidraulièno ;Streifeneder ortho production Gmbh;Karl Dietz;Višeosovinsko koljeno, hidraulièno, Streifeneder ortho production Gmbh;Višeosovinsko koljeno, hidraulièno, 3A2000;1;2, 3;5;NE;kom;1;;3 g;3 g;13.041,60;I;S;SPPD;Metal, modul orginalni proizvod. ;
168;062433026101;Koljeno za djecu, jednoosovinsko ;Streifeneder ortho production Gmbh;Karl Dietz;Koljeno za djecu, jednoosovinsko, Streifeneder ortho production Gmbh;Koljeno za djecu, jednoosovinsko, 3K31;1;2, 3;5;NE;kom;1;1,5 g;1,5 g;;4.089,75;I;S;SPPD;Metal, modul orginalni proizvod. ;
169;062433026201;Koljeno za djecu, višeosovinsko ;Otto Bock Health Care GmbH;Otto Bock Adria;Koljeno za djecu, višeosovinsko, Otto Bock Health Care GmbH;Koljeno za djecu, višeosovinsko, 3R66;1;2, 3;5;NE;kom;1;;1,5 g;;2.998,20;I;S;SPPD;Metal, modul orginalni proizvod. ;
170;062433026202;Koljeno za djecu, višeosovinsko ;Streifeneder ortho production Gmbh;Karl Dietz;Koljeno za djecu, višeosovinsko, Streifeneder ortho production Gmbh;Koljeno za djecu, višeosovinsko, 3K61;1;2, 3;5;NE;kom;1;;1,5 g;;2.998,20;I;S;SPPD;Metal, modul orginalni proizvod. ;
;;Dezartikulacijsko koljeno;;;;;;;;;;;;;;;;;;;
171;062433026301;Dezartikulacijsko koljeno , èelik ;Otto Bock Health Care GmbH;Otto Bock Adria;Dezartikulacijsko koljeno , èelik, Otto Bock Health Care GmbH;Dezartikulacijsko koljeno, èelik, 3R21;1;2, 3;5;NE;kom;1;1,5 g;2g;3 g;6.081,69;I;S;SPPD;Metal, modul orginalni proizvod. ;
172;062433026302;Dezartikulacijsko koljeno , èelik ;Streifeneder ortho production Gmbh;Karl Dietz;Dezartikulacijsko koljeno , èelik, Streifeneder ortho production Gmbh;Dezartikulacijsko koljeno, èelik, 3A21/S;1;2, 3;5;NE;kom;1;1,5 g;2g;3 g;6.081,69;I;S;SPPD;Metal, modul orginalni proizvod. ;
173;062433026401;Dezartikulacijsko koljeno , titan ;Otto Bock Health Care GmbH;Otto Bock Adria;Dezartikulacijsko koljeno , titan, Otto Bock Health Care GmbH;Dezartikulacijsko koljeno, titan, 3R30;1;2, 3;5;NE;kom;1;1,5g;2g;3 g;8.830,96;I;S;SPPD;Metal, modul orginalni proizvod. ;
174;062433026402;Dezartikulacijsko koljeno , titan ;Streifeneder ortho production Gmbh;Karl Dietz;Dezartikulacijsko koljeno , titan, Streifeneder ortho production Gmbh;Dezartikulacijsko koljeno, titan, 3A30/T;1;2, 3;5;NE;kom;1;1,5g;2g;3 g;8.830,96;I;S;SPPD;Metal, modul orginalni proizvod. ;
175;062433026501;Dezartikulacijsko  koljeno, s koènicom, èelik ;Streifeneder ortho production Gmbh;Karl Dietz;Dezartikulacijsko  koljeno, s koènicom, èelik, Streifeneder ortho production Gmbh;Dezartikulacijsko koljeno, s koènicom, èelik, 3A23/S;1;2, 3;5;NE;kom;1;;2 g;3 g;6.783,02;I;S;SPPD;Metal,  modul orginalni proizvod. ;
176;062433026601;Dezartikulacijsko koljeno, s koènicom, titan ;Streifeneder ortho production Gmbh;Karl Dietz;Dezartikulacijsko koljeno, s koènicom, titan, Streifeneder ortho production Gmbh;Dezartikulacijsko koljeno, s koènicom, titan, 3A32/T;1;2, 3;5;NE;kom;1;;2 g;3 g;9.488,16;I;S;SPPD;Metal,  modul orginalni proizvod. ;
177;062433026701;Dezartikulacijsko koljeno, hidraulièno ;Otto Bock Health Care GmbH;Otto Bock Adria;Dezartikulacijsko koljeno, hidraulièno, Otto Bock Health Care GmbH;Dezartikulacijsko koljeno, hidraulièno, 3R46;1;2, 3;5;NE;kom;1;;2 g;3 g;14.814,96;I;S;SPPD;Metal, modul orginalni proizvod. ;
;;Kukovi;;;;;;;;;;;;;;;;;;;
178;062436026800;Zglob kuka s koènicom, èelik ;;;;;1;2, 3;5;NE;kom;1;;2 g;3 g;2.720,80;I;S;SPPD;Metal, modul orginalni proizvod. ;
179;062436026901;Zglob kuka, èelik ;Streifeneder ortho production Gmbh;Karl Dietz;Zglob kuka, èelik, Streifeneder ortho production Gmbh;Zglob kuka, èelik, 7A4;1;2, 3;5;NE;kom;1;;2 g;3 g;2.322,75;I;S;SPPD;Metal, modul orginalni proizvod. ;
180;062436027001;Zglob kuka, titan ;Streifeneder ortho production Gmbh;Karl Dietz;Zglob kuka, titan, Streifeneder ortho production Gmbh;Zglob kuka, titan, 7A5;1;2, 3;5;NE;kom;1;;2 g;3 g;4.740,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
181;062436027101;Zglob kuka, djeèji ;Streifeneder ortho production Gmbh;Karl Dietz;Zglob kuka, djeèji, Streifeneder ortho production Gmbh;Zglob kuka, djeèji, 3K51;1;2, 3;5;NE;kom;1;1,5 g;2 g;;4.455,50;I;S;SPPD;Metal, modul orginalni proizvod. ;
;03;POTROŠNI DIJELOVI ZA PROTEZE ZA NOGE;;;;;;;;;;;;;;;;;;;
;;Navlake za bataljak;;;;;;;;;;;;;;;;;;;
182;062454030101;Kompresijska navlaka za bataljak ;Otto Bock Health Care GmbH;Otto Bock Adria;Kompresijska navlaka za bataljak, Otto Bock Health care GmbH;Kompresijska navlaka za bataljak, 451F10, 451F11;1;2, 3, 4;5;NE;kom;1;1 g;1 g;1 g;99,02;I;S;SPPD;Rastezljiva tekstilna vlakna, moguænost pranja. ;
183;062454030102;Kompresijska navlaka za bataljak ;Juzo;Hospitalija;Kompresijska navlaka za bataljak, Juzo;3022;1;2, 3, 4;5;NE;kom;1;1 g;1 g;1 g;99,02;I;S;SPPD;Rastezljiva tekstilna vlakna, moguænost pranja. ;
184;062454030201;Navlaka za bataljak ;Otto Bock Health Care GmbH;Otto Bock Adria;Navlaka za bataljak, Otto Bock health Care GmbH;Navlaka za bataljak, 451F2, 451F3;1;2, 3, 4;5;NE;kom;do 12;1 g;1 g;1 g;60,42;I;S;SPPD;Rastezljiva tekstilna vlakna, moguænost pranja. ;
185;062454030202;Navlaka za bataljak ;Streifeneder GmbH;Karl Dietz;Streifeneder GmbH;25A11, 25A16;1;2, 3, 4;5;NE;kom;do 12;1 g;1 g;1 g;60,42;I;S;SPPD;Rastezljiva tekstilna vlakna, moguænost pranja. ;
186;062454030301;Navlaka za navlaèenje proteze ;Otto Bock Health Care GmbH;Otto Bock Adria;Navlaka za navlaèenje proteze, Otto Bock Health Care GmbH;Navlaka za navlaèenje proteze, OC1560;1;2, 3, 4;5;NE;kom;do 4;1 g;1 g;1 g;280,25;I;S;SPPD;Nerastezljiva tekstilna vlakna, moguænost pranja. ;
187;062454030302;Navlaka za navlaèenje proteze ;Streifeneder GmbH;Karl Dietz;Navlaka za navlaèenje proteze, Streifeneder GmbH;13A1/XS,S,M,L,XL;1;2, 3, 4;5;NE;kom;do 4;1 g;1 g;1 g;280,25;I;S;SPPD;Nerastezljiva tekstilna vlakna, moguænost pranja. ;
188;062454030401;Gel navlaka za bataljak po Chopartu i Lisfrancu ;Otto Bock Health Care GmbH;Otto Bock Adria;Gel navlaka za bataljak po Chopartu i Lisfrancu, Otto Bock Health Care GmbH;Gel navlaka za bataljak po Chopartu i Lisfrancu, 453D2;1;2, 3, 4;5;NE;kom;do 2;3.mj.;6. mj.;6. mj.;280,25;I;S;SPPD;Gel. ;
189;062454030501;Gel navlaka za bataljak potkoljenice ;Otto Bock Health Care GmbH;Otto Bock Adria;Gel navlaka za bataljak potkoljenice, Otto Bock Health Care GmbH;Gel navlaka za bataljak potkoljenice, 453D7;1;2, 3, 4;5;NE;kom;1;3.mj.;6. mj.;6. mj.;280,25;I;S;SPPD;Gel. ;
190;062454030601;Gel koljenica-suspenzijska ;Otto Bock Health Care GmbH;Otto Bock Adria;Gel koljenica-suspenzijska, Otto Bock Health Care GmbH;Gel koljenica - suspenzijska, 453D7;1;2, 3, 4;5;NE;kom;1;3.mj.;6. mj.;6. mj.;280,25;I;S;SPPD;Gel. ;
191;062454030602;Gel koljenica-suspenzijska ;Alps;Otos;Gel koljenica-suspenzijska, Alps;Reinforced Clearline;1;2, 3, 4;5;NE;kom;1;3.mj.;6. mj.;6. mj.;280,25;I;S;SPPD;Gel. ;
192;062454030701;Elastièna koljenica suspenzijska ;Otto Bock Health Care GmbH;Otto Bock Adria;Elastièna koljenica suspenzijska, Otto Bock Health Care GmbH;Elastièna koljenica suspenzijska, 452K7;1;2, 3, 4;5;NE;kom;1;1 g;1 god.;1 g;93,75;I;S;SPPD;Rastezljiva tekstilna vlakna, moguænost pranja.;
193;062454030702;Elastièna koljenica suspenzijska ;Juzo;Hospitalija;Elastièna koljenica suspenzijska, Juzo;3511;1;2, 3, 4;5;NE;kom;1;1 g;1 god.;1 g;93,75;I;S;SPPD;Rastezljiva tekstilna vlakna, moguænost pranja.;
194;062454030703;Elastièna koljenica suspenzijska ;Streifeneder GmbH;Karl Dietz;Elastièna koljenica suspenzijska, Streifeneder GmbH;20A1;1;2, 3, 4;5;NE;kom;1;1 g;1 god.;1 g;93,75;I;S;SPPD;Rastezljiva tekstilna vlakna, moguænost pranja.;
;;Ulošci za proteze;;;;;;;;;;;;;;;;;;;
195;062454030801;Meki uložak proteze za potkoljenicu ;Otto Bock Health Care GmbH;Otto Bock Adria;Meki uložak proteze za potkoljenicu, Otto Bock Health Care GmbH;Meki uložak proteze za potkoljenicu, 617S3;1;2, 3, 4;5;NE;kom;1;6 mj.;8 mj.;1 g;1.411,43;I;I;SPPD;Plastiène mase, svi  materijali originalni proizvod. ;
196;062454030901;Meki uložak proteze za koljeno ;Otto Bock Health Care GmbH;Otto Bock Adria;Meki uložak proteze za koljeno;Meki uložak proteze za koljeno, 617S3;1;2, 3, 4;5;NE;kom;1;6 mj.;8 mj.;1 g;1.539,80;I;I;SPPD;Plastiène mase, svi  materijali originalni proizvod. ;
197;062454031001;Silikonski uložak proteze za potkoljenicu ;Otto Bock Health Care GmbH;Otto Bock Adria;Silikonski uložak proteze za potkoljenicu, Otto Bock Health Care GmbH;Silikonski uložak proteze za potkoljenicu, 6Y40;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;1.795,50;I;S;SPPD;Silikon, svi  materijali originalni proizvod. ;
198;062454031002;Silikonski uložak proteze za potkoljenicu ;Alps;Otos;Silikonski uložak proteze za potkoljenicu, Alps;Thermoliner TFDT-3;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;1.795,50;I;S;SPPD;Silikon, svi  materijali originalni proizvod. ;
199;062454031003;Silikonski uložak proteze za potkoljenicu ;Streifeneder GmbH;Karl Dietz;Silikonski uložak proteze za potkoljenicu, Streifeneder GmbH;1S3;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;1.795,50;I;S;SPPD;Silikon, svi  materijali originalni proizvod. ;
200;062454031101;Silikonski uložak proteze za natkoljenicu ;Otto Bock Health Care GmbH;Otto Bock Adria;Silikonski uložak proteze za natkoljenicu, Otto Bock Health Care GmbH;Silikonski uložak proteze za natkoljenicu, 6Y80;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;3.325,00;I;S;SPPD;Silikon, svi  materijali originalni proizvod. ;
201;062454031102;Silikonski uložak proteze za natkoljenicu ;Alps;Otos;Silikonski uložak proteze za natkoljenicu, Alps;Thermoliner TFDT-6;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;3.325,00;I;S;SPPD;Silikon, svi  materijali originalni proizvod. ;
202;062454031103;Silikonski uložak proteze za natkoljenicu ;Streifeneder GmbH;Karl Dietz;Silikonski uložak proteze za natkoljenicu, Streifeneder GmbH;1S1;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;3.325,00;I;S;SPPD;Silikon, svi  materijali originalni proizvod. ;
;;Drugi potrošni dijelovi;;;;;;;;;;;;;;;;;;;
203;062454031201;Svornjak za silikonski uložak ;Otto Bock Health Care GmbH;Otto Bock Adria;Svornjak za silikonski uložak, Otto Bock Health Care GmbH;Svornjak za silikonski uložak, 6Y13;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;236,55;I;S;SPPD;Metal, modul orginalni proizvod. ;
204;062454031202;Svornjak za silikonski uložak ;IB-ER;Otos;Svornjak za silikonski uložak, IB-ER;Shuttle Lock screw E70;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;236,55;I;S;SPPD;Metal, modul orginalni proizvod. ;
205;062454031203;Svornjak za silikonski uložak ;Alps;Otos;Svornjak za silikonski uložak, Alps;ALPS Lock with Pyramid S498PS; ALPS Lock Flat Bottom S496S;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;236,55;I;S;SPPD;Metal, modul orginalni proizvod. ;
206;062454031204;Svornjak za silikonski uložak ;Streifeneder GmbH;Karl Dietz;Svornjak za silikonski uložak, Streifeneder GmbH; 60S2;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;236,55;I;S;SPPD;Metal, modul orginalni proizvod. ;
207;062454031301;Bravica za silikonski uložak ;Otto Bock Health Care GmbH;Otto Bock Adria;Bravica za silikonski uložak, Otto Bock Health care GmbH;Bravica za silikonski uložak ,6A20;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;1.140,00;I;S;SPPD;Metal, modul orginalni proizvod. ;
208;062454031302;Bravica za silikonski uložak ;IB-ER;Otos;Bravica za silikonski uložak, IB-ER;Shuttle Lock E70;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;1.140,00;I;S;SPPD;Metal, modul orginalni proizvod. ;
209;062454031303;Bravica za silikonski uložak ;Alps;Otos;Bravica za silikonski uložak, Alps;ALPS Lock with Pyramid S498PB ; ALPS Lock Flat Bottom S496B;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;1.140,00;I;S;SPPD;Metal, modul orginalni proizvod. ;
210;062454031304;Bravica za silikonski uložak ;Streifeneder GmbH;Karl Dietz;Bravica za silikonski uložak, Streifeneder GmbH;Streifeneder GmbH;1;2, 3, 4;5;NE;kom;1;;1 g;1 g;1.140,00;I;S;SPPD;Metal, modul orginalni proizvod. ;
211;062454031401;Modulski dio za vezu natkoljeniènog ležišta i koljena ;Otto Bock Health Care GmbH;Otto Bock Adria;Modulski dio za vezu natkoljeniènog ležišta i koljena, Otto Bock Health Care GmbH;Modulski dio za vezu natkoljeniènog ležišta i koljena, 4R72;1;2, 3, 4;5;NE;kom;1;;2 g;2 g;239,40;I;S;SPPD;Metal, modul orginalni proizvod. ;
212;062454031402;Modulski dio za vezu natkoljeniènog ležišta i koljena ;Streifeneder GmbH;Karl Dietz;Modulski dio za vezu natkoljeniènog ležišta i koljena, Streifeneder GmbH;12A5, 12A3, 12A7;1;2, 3, 4;5;NE;kom;1;;2 g;2 g;239,40;I;S;SPPD;Metal, modul orginalni proizvod. ;
213;062454031501;Kozmetièka spužvasta navlaka za protezu ;Otto Bock Health Care GmbH;Otto Bock Adria;Kozmetièka spužvasta navlaka za protezu, Otto Bock Health Care GmbH;Kozmetièka spužva, navlaka za protezu, 6R8, 6R6, 3R6, 3S27;1;2, 3, 4;5;NE;kom;1;1 g;1 g;1 g;655,50;I;S;SPPD;Moltopren, modul orginalni proizvod. ;
214;062454031502;Kozmetièka spužvasta navlaka za protezu ;IB-ER;Otos;Kozmetièka spužvasta navlaka za protezu, IB-ER;BK Foam Cover E67 ; DK Foam Cover E68;1;2, 3, 4;5;NE;kom;1;1 g;1 g;1 g;655,50;I;S;SPPD;Moltopren, modul orginalni proizvod. ;
215;062454031503;Kozmetièka spužvasta navlaka za protezu ;Streifeneder GmbH;Karl Dietz;Kozmetièka spužvasta navlaka za protezu, Streifeneder GmbH;60A8, 60A7, 60A42;1;2, 3, 4;5;NE;kom;1;1 g;1 g;1 g;655,50;I;S;SPPD;Moltopren, modul orginalni proizvod. ;
216;062454031601;Kozmetièka èarapa za protezu ;Otto Bock Health Care GmbH;Otto Bock Adria;Kozmetièka èarapa za protezu, Otto Bock Health Care GmbH;Kozmetièka èarapa za protezu, 99B16, 99B14,99B14=HE;1;2, 3, 4;5;NE;kom;do 2;6 mj.;1 g;1 g;57,25;I;S;SPPD;Tekstil, modul orginalni proizvod. ;
217;062454031602;Kozmetièka èarapa za protezu ;Streifeneder GmbH;Karl Dietz;Kozmetièka èarapa za protezu, Streifeneder GmbH;20A16, 20A14, 20A14/4;1;2, 3, 4;5;NE;kom;do 2;6 mj.;1 g;1 g;57,25;I;S;SPPD;Tekstil, modul orginalni proizvod. ;
